FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT012H001,PCT012H002,PCT012H003,PCT012H004,PCT012H005,PCT012H006,PCT012H007,PCT012H008,PCT012H009,PCT012H010,PCT012H011,PCT012H012,PCT012H013,PCT012H014,PCT012H015,PCT012H016,PCT012H017,PCT012H018,PCT012H019,PCT012H020,PCT012H021,PCT012H022,PCT012H023,PCT012H024,PCT012H025,PCT012H026,PCT012H027,PCT012H028,PCT012H029,PCT012H030,PCT012H031,PCT012H032,PCT012H033,PCT012H034,PCT012H035,PCT012H036,PCT012H037,PCT012H038,PCT012H039,PCT012H040,PCT012H041,PCT012H042,PCT012H043,PCT012H044,PCT012H045,PCT012H046,PCT012H047,PCT012H048,PCT012H049,PCT012H050,PCT012H051,PCT012H052,PCT012H053,PCT012H054,PCT012H055,PCT012H056,PCT012H057,PCT012H058,PCT012H059,PCT012H060,PCT012H061,PCT012H062,PCT012H063,PCT012H064,PCT012H065,PCT012H066,PCT012H067,PCT012H068,PCT012H069,PCT012H070,PCT012H071,PCT012H072,PCT012H073,PCT012H074,PCT012H075,PCT012H076,PCT012H077,PCT012H078,PCT012H079,PCT012H080,PCT012H081,PCT012H082,PCT012H083,PCT012H084,PCT012H085,PCT012H086,PCT012H087,PCT012H088,PCT012H089,PCT012H090,PCT012H091,PCT012H092,PCT012H093,PCT012H094,PCT012H095,PCT012H096,PCT012H097,PCT012H098,PCT012H099,PCT012H100,PCT012H101,PCT012H102,PCT012H103,PCT012H104,PCT012H105,PCT012H106,PCT012H107,PCT012H108,PCT012H109,PCT012H110,PCT012H111,PCT012H112,PCT012H113,PCT012H114,PCT012H115,PCT012H116,PCT012H117,PCT012H118,PCT012H119,PCT012H120,PCT012H121,PCT012H122,PCT012H123,PCT012H124,PCT012H125,PCT012H126,PCT012H127,PCT012H128,PCT012H129,PCT012H130,PCT012H131,PCT012H132,PCT012H133,PCT012H134,PCT012H135,PCT012H136,PCT012H137,PCT012H138,PCT012H139,PCT012H140,PCT012H141,PCT012H142,PCT012H143,PCT012H144,PCT012H145,PCT012H146,PCT012H147,PCT012H148,PCT012H149,PCT012H150,PCT012H151,PCT012H152,PCT012H153,PCT012H154,PCT012H155,PCT012H156,PCT012H157,PCT012H158,PCT012H159,PCT012H160,PCT012H161,PCT012H162,PCT012H163,PCT012H164,PCT012H165,PCT012H166,PCT012H167,PCT012H168,PCT012H169,PCT012H170,PCT012H171,PCT012H172,PCT012H173,PCT012H174,PCT012H175,PCT012H176,PCT012H177,PCT012H178,PCT012H179,PCT012H180,PCT012H181,PCT012H182,PCT012H183,PCT012H184,PCT012H185,PCT012H186,PCT012H187,PCT012H188,PCT012H189,PCT012H190,PCT012H191,PCT012H192,PCT012H193,PCT012H194,PCT012H195,PCT012H196,PCT012H197,PCT012H198,PCT012H199,PCT012H200,PCT012H201,PCT012H202,PCT012H203,PCT012H204,PCT012H205,PCT012H206,PCT012H207,PCT012H208,PCT012H209
uSF1,TX,000,36,608951,4686,2582,66,54,63,48,53,43,63,52,50,32,46,48,54,43,49,43,49,55,61,83,57,61,68,45,54,38,43,52,30,49,50,40,40,47,45,42,55,44,40,42,22,35,35,31,25,25,27,22,25,19,20,18,17,24,14,19,16,12,14,18,15,11,10,9,8,12,4,7,10,10,4,5,10,3,4,5,2,1,4,0,3,2,1,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2104,54,55,40,39,51,42,47,52,40,36,36,50,46,39,41,41,40,50,45,38,48,48,33,37,37,39,33,38,31,42,36,19,37,35,26,25,29,21,25,25,32,26,26,23,23,20,21,22,16,19,20,20,16,17,18,19,20,12,9,10,10,9,10,11,15,10,6,8,7,2,9,5,1,5,7,6,9,4,3,8,4,2,0,3,1,2,3,1,0,2,2,1,1,0,0,1,0,1,0,0,0,0,0
uSF1,TX,000,36,609096,3775,2055,48,48,35,53,31,37,42,36,39,38,44,42,46,37,39,48,37,55,31,33,57,48,53,41,50,36,49,31,40,38,50,43,36,37,31,33,31,31,25,28,37,23,23,25,20,25,12,22,18,17,15,11,9,10,14,15,17,10,9,10,5,12,9,10,1,8,3,4,4,4,5,5,3,5,5,2,3,4,2,2,1,2,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1720,46,47,39,40,38,42,38,38,39,34,34,33,36,36,34,45,32,30,43,39,21,26,28,33,36,31,27,30,23,35,40,24,30,23,27,20,30,26,21,19,16,16,13,12,22,7,18,14,17,14,15,11,14,12,19,12,6,8,6,5,10,10,8,4,8,8,3,5,6,6,7,4,4,9,4,4,6,6,9,6,0,5,3,0,3,3,0,3,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0
uSF1,TX,000,36,609243,7283,3834,99,81,63,64,74,76,66,72,83,76,78,62,65,70,79,79,74,88,81,80,86,77,86,65,88,85,68,74,72,75,84,60,65,69,77,72,72,56,66,55,64,49,55,49,50,22,37,45,34,32,34,25,30,30,29,21,14,20,18,14,22,11,15,17,13,16,5,7,8,8,13,7,6,5,7,4,7,2,4,6,2,0,2,2,3,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3449,94,72,88,54,70,64,83,70,58,82,76,80,74,71,70,72,89,85,59,65,71,78,51,76,48,63,59,58,59,47,61,49,64,59,46,49,54,46,51,46,43,38,42,36,41,34,52,29,28,29,31,24,34,36,25,20,23,17,16,16,18,13,11,16,14,15,14,3,11,10,14,11,10,7,6,7,12,3,4,7,4,1,2,0,3,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,609357,5251,2670,75,80,55,68,56,65,59,55,74,50,68,62,60,55,50,45,51,58,65,60,56,48,74,49,57,59,56,54,47,48,39,59,56,44,50,35,46,45,28,30,31,23,32,38,32,26,22,19,17,30,29,13,17,9,18,15,11,7,10,7,4,5,6,5,3,1,7,3,6,3,4,3,3,1,2,2,2,4,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2581,55,77,72,50,57,69,63,74,65,61,68,80,65,61,40,61,39,55,44,40,44,55,43,49,48,62,41,36,45,45,59,52,41,51,41,40,43,32,29,28,29,32,26,26,30,22,23,17,25,18,22,19,22,18,12,13,16,5,7,12,7,9,6,6,5,7,9,4,4,6,3,5,4,4,4,3,5,3,6,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,609484,5635,2958,75,70,64,81,59,71,74,74,55,61,70,71,57,63,52,52,54,60,68,61,55,60,70,62,65,59,75,61,62,52,50,52,61,53,44,67,55,38,54,46,35,22,42,29,34,27,29,24,15,22,27,14,13,18,13,18,13,15,6,6,11,9,5,11,7,7,2,6,6,5,2,6,3,3,5,1,2,2,1,2,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2677,70,84,50,82,66,68,61,61,62,71,66,61,52,58,47,52,55,55,46,41,55,45,67,57,56,46,54,55,52,52,42,44,47,46,38,41,47,43,26,37,34,33,27,39,22,29,19,19,20,20,22,15,22,12,24,11,12,9,9,7,11,7,5,12,3,10,7,8,4,1,3,4,9,5,3,4,1,1,2,1,4,2,1,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,609611,64,31,2,0,0,1,2,2,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,1,1,0,2,0,2,1,0,1,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,2,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,609696,857,252,4,4,3,7,1,4,2,4,6,1,4,7,10,5,4,0,0,3,8,8,9,11,11,10,10,6,8,6,4,5,9,6,5,6,5,2,8,3,5,2,1,2,2,2,6,1,1,2,1,0,1,1,0,2,2,2,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,4,1,6,4,7,2,5,3,3,3,3,2,3,3,5,4,5,6,3,11,7,16,11,14,18,13,12,21,16,19,16,17,14,15,11,15,18,13,13,21,19,17,15,17,11,13,9,13,11,12,5,7,7,3,4,4,3,4,7,7,3,5,3,1,3,3,4,2,2,0,1,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,609756,1409,703,24,14,19,22,22,22,11,15,18,18,15,9,13,16,12,7,20,8,12,10,9,21,17,18,11,12,17,17,17,15,13,11,9,10,16,7,10,11,11,8,19,9,9,12,7,5,5,4,2,8,7,4,5,4,3,1,1,1,1,5,3,2,3,2,1,0,0,0,1,1,2,2,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,18,18,15,23,16,16,15,14,15,11,21,12,12,14,14,18,20,18,18,7,13,10,11,14,12,16,12,16,16,15,9,14,9,7,21,10,16,12,8,7,9,8,10,10,5,11,5,11,7,2,4,3,7,3,2,2,1,3,1,3,5,2,4,2,2,3,2,4,2,1,0,1,2,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,609826,5976,3095,78,50,66,71,50,55,49,52,48,48,74,55,52,67,71,54,79,63,63,75,73,62,59,61,61,55,56,62,56,63,64,51,46,39,50,60,54,48,47,50,41,50,44,35,54,30,35,33,25,28,19,26,20,20,23,18,15,18,16,15,9,12,14,9,10,11,13,8,12,11,6,7,14,2,9,13,5,6,1,4,2,2,5,1,0,1,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,2881,58,59,73,57,60,63,47,62,73,67,53,51,52,64,57,57,56,72,67,54,68,50,50,42,50,45,41,48,41,52,34,48,34,49,32,42,38,52,41,39,39,32,34,41,28,32,36,32,32,38,20,30,26,15,25,15,22,16,16,12,12,12,18,21,11,12,14,11,13,10,16,12,13,10,8,9,5,14,1,3,4,2,3,0,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,609931,2349,1305,26,20,21,19,11,14,18,32,21,10,18,22,19,22,15,27,20,25,30,32,29,24,30,24,27,33,23,25,29,22,31,24,18,26,26,24,29,22,23,25,12,17,21,22,12,18,10,9,14,14,15,12,4,9,8,14,6,8,7,4,8,8,7,5,6,9,5,4,4,5,5,5,7,6,3,5,5,7,6,2,4,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1044,26,20,20,11,12,19,20,21,22,27,15,17,16,16,12,25,17,21,22,14,17,23,18,16,14,13,13,16,13,21,19,19,9,18,20,14,9,8,15,12,15,6,11,13,8,14,12,11,12,14,8,10,5,9,7,7,8,10,8,7,4,6,11,5,9,9,6,13,9,3,9,4,7,11,10,4,1,8,5,9,8,1,2,0,1,5,3,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
uSF1,TX,000,36,610006,1506,947,13,12,12,8,8,11,11,9,11,17,11,9,4,10,9,10,13,27,28,39,27,37,24,28,25,26,23,23,23,25,29,16,23,20,22,17,19,25,24,19,10,14,17,13,11,13,11,12,4,4,5,6,7,3,1,5,5,5,1,6,2,2,1,5,1,0,1,6,3,4,2,0,1,2,4,1,3,2,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,559,9,7,6,4,9,14,9,10,13,9,6,8,8,14,10,8,5,10,14,8,13,14,8,9,14,12,8,11,6,4,10,8,9,10,11,9,14,9,7,13,8,8,8,6,7,5,8,8,6,2,4,4,5,3,3,5,7,4,6,3,2,3,1,4,3,2,4,4,3,1,2,1,7,5,4,3,3,3,1,2,1,2,2,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,610092,255,133,3,2,2,3,3,2,1,4,2,3,2,0,3,2,1,4,4,3,0,5,3,3,3,6,10,2,2,1,2,1,1,0,1,1,4,1,2,2,3,0,6,2,1,2,1,5,3,1,0,2,1,0,2,1,2,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,2,3,4,4,2,3,3,3,2,1,2,2,2,1,3,5,1,5,1,3,0,2,4,2,1,1,1,2,1,1,2,3,0,2,1,4,4,2,2,2,3,3,1,3,0,1,0,2,1,1,3,1,2,0,1,0,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,610167,490,263,10,5,7,11,6,6,11,4,7,4,9,4,8,4,4,4,4,3,2,3,1,2,6,2,4,5,6,3,5,1,9,7,5,6,7,5,6,2,3,4,3,4,3,2,3,5,3,6,3,3,0,1,1,3,2,1,1,2,1,1,1,2,0,1,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,9,5,3,3,9,6,9,7,6,5,13,7,6,3,2,2,5,1,3,2,3,6,3,7,3,4,2,5,4,3,3,9,5,6,2,3,1,1,6,2,1,2,2,2,2,2,5,3,1,2,0,0,2,1,1,2,2,0,0,0,1,1,0,2,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,610253,2156,1131,32,17,29,29,22,22,20,35,22,27,30,24,21,15,24,25,17,16,29,26,17,27,20,31,27,21,22,21,30,27,22,28,14,24,19,32,25,13,19,13,21,14,18,10,11,10,9,11,10,5,7,8,7,3,3,3,1,4,5,3,1,1,5,3,0,6,0,2,2,4,1,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,27,23,37,28,24,27,34,31,21,23,23,28,19,27,15,9,19,23,14,19,7,23,15,18,22,21,14,11,25,26,28,23,22,15,14,20,20,12,16,12,13,10,7,9,7,12,12,10,6,13,7,7,6,8,3,6,2,5,3,1,0,5,6,4,3,1,0,5,1,4,4,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,610436,588,301,7,9,5,13,6,4,3,3,7,3,6,7,9,4,7,7,5,5,5,3,4,4,7,6,7,4,11,5,12,3,7,5,7,4,2,5,6,6,6,5,5,6,4,2,4,4,5,3,2,1,3,2,3,4,1,1,1,2,2,0,1,0,0,1,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,6,8,6,7,7,6,7,10,6,11,5,4,4,6,9,5,7,3,4,4,8,6,2,7,3,6,7,4,3,2,6,8,4,6,3,6,3,2,5,4,7,4,3,3,7,7,0,3,2,0,1,3,1,2,5,3,2,0,0,2,2,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,610520,455,246,5,6,9,3,5,5,7,5,4,7,5,6,1,3,4,4,6,5,5,4,6,8,6,4,5,5,4,5,5,3,8,5,5,4,4,4,4,6,2,7,5,3,7,1,3,0,5,0,1,2,1,2,1,1,2,1,1,1,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209,7,8,2,6,4,6,2,5,3,7,6,7,3,3,3,4,6,4,7,3,1,3,4,5,6,3,4,6,2,4,3,1,4,4,2,6,2,2,6,7,1,5,0,1,3,3,2,0,0,1,1,1,0,4,0,3,0,1,0,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,610634,685,339,11,9,9,12,11,8,7,7,7,8,8,3,6,2,5,5,3,5,2,10,4,7,6,9,12,14,7,5,6,10,2,6,9,14,6,5,11,4,2,5,5,6,5,6,5,2,0,2,1,3,1,1,0,1,1,2,0,4,1,1,0,0,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,10,14,9,12,6,10,11,3,9,11,6,7,6,2,6,6,7,7,4,3,5,10,4,11,11,10,9,10,5,5,8,7,2,8,7,5,2,6,4,8,3,5,2,3,5,1,2,4,0,2,5,2,0,5,0,0,2,3,5,2,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,610716,1533,791,20,28,19,19,30,15,14,25,23,19,18,12,12,16,10,11,9,10,12,22,13,16,13,19,19,25,23,21,17,15,16,14,19,10,14,11,13,11,14,10,16,7,10,8,11,10,3,7,4,2,3,2,3,5,3,3,4,5,3,4,1,0,2,1,2,1,2,0,0,2,2,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,31,17,22,22,20,23,23,19,20,16,15,24,15,10,15,13,19,9,15,15,10,12,12,17,17,14,17,17,14,15,6,17,14,13,15,16,12,11,9,7,6,7,7,8,10,8,6,5,3,6,3,6,0,2,4,2,6,2,1,2,2,2,1,2,0,0,1,1,0,0,1,2,2,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,610794,1306,708,20,17,11,23,15,12,15,19,20,10,19,11,12,8,9,7,13,13,17,23,23,22,11,21,18,24,17,16,16,16,17,12,16,17,10,7,10,9,18,9,11,4,8,5,7,3,10,6,3,3,2,6,3,9,3,3,3,0,3,1,2,2,0,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,18,15,13,17,16,15,15,16,17,21,12,10,9,19,14,14,10,13,12,14,7,8,14,15,16,14,16,14,10,12,13,7,8,12,15,11,13,10,6,6,4,2,6,4,6,3,1,6,4,8,6,2,1,0,0,3,1,4,1,5,0,1,1,0,1,1,0,0,2,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uSF1,TX,000,36,610861,1455,773,17,25,19,16,30,14,22,16,16,12,12,11,13,16,16,16,11,14,12,11,7,17,19,20,13,18,16,23,19,21,19,16,17,18,16,16,12,14,13,16,14,11,9,5,8,9,3,5,6,7,9,3,2,3,3,1,2,1,3,2,0,2,1,1,0,0,1,0,0,3,3,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,16,21,19,24,23,21,14,16,16,18,15,16,17,16,15,11,9,8,10,9,16,11,12,5,20,11,22,14,22,16,13,9,13,13,8,17,9,11,8,8,12,6,11,6,7,8,5,7,3,3,3,5,3,4,3,4,0,0,2,1,0,1,1,0,1,2,3,1,1,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,610951,441,268,5,8,4,8,6,8,8,3,5,1,4,4,6,4,2,4,3,4,3,8,6,4,9,5,6,5,8,6,7,7,9,8,4,3,2,6,2,4,7,2,5,3,3,4,6,1,1,0,2,3,3,2,1,5,1,1,1,2,1,0,3,2,2,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,4,9,3,7,5,3,6,6,2,3,1,2,5,4,3,1,2,2,2,2,4,4,5,1,2,4,4,7,5,3,3,5,4,4,1,2,3,7,1,3,1,1,2,1,1,1,3,1,3,2,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,611035,438,226,11,9,8,4,8,8,6,8,9,7,4,3,7,4,1,1,3,2,2,3,2,1,1,2,5,2,5,2,6,5,8,4,6,4,3,8,1,4,5,1,4,4,4,2,4,1,2,2,2,0,3,0,1,0,1,1,1,0,0,2,0,2,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,8,9,8,10,7,7,6,5,6,5,9,7,4,2,3,4,5,2,4,3,4,2,7,6,6,4,1,7,6,6,5,2,3,6,5,3,4,2,1,0,3,0,0,2,0,1,1,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,611150,87,52,1,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,0,5,2,0,0,1,4,1,0,0,2,1,2,1,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,6,1,0,1,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,611339,89,43,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,2,0,1,0,2,0,0,0,4,2,2,1,1,2,1,1,0,0,0,1,2,0,0,0,1,0,3,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,1,3,3,2,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0
uSF1,TX,000,36,611472,764,425,10,9,14,14,5,5,3,10,4,11,9,7,7,7,4,7,9,10,14,9,10,10,13,11,5,8,8,6,10,5,9,8,3,9,5,7,8,8,11,6,9,6,8,3,4,9,3,4,2,6,6,3,1,2,2,2,2,2,1,5,3,1,0,1,1,1,3,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,13,7,15,8,9,7,6,9,8,9,6,4,11,5,7,5,3,9,11,6,8,6,7,10,2,6,5,7,4,5,3,5,6,7,1,8,6,8,5,9,6,3,4,2,3,4,2,3,1,2,6,2,1,0,1,3,1,1,0,0,0,1,0,2,1,2,3,1,0,0,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,611583,844,412,14,19,10,10,12,8,11,9,9,12,6,11,6,8,4,4,7,5,4,6,14,5,7,7,8,9,10,9,3,8,6,11,9,7,7,10,4,7,8,6,11,6,3,4,0,4,3,1,3,1,1,3,3,1,2,1,4,1,1,1,1,0,1,2,2,0,3,2,3,0,2,1,1,3,2,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,11,10,16,14,11,11,9,9,5,4,5,6,3,7,11,4,3,12,5,9,15,7,7,9,9,15,10,7,8,9,6,6,13,6,13,8,3,7,6,7,4,4,4,3,6,3,1,3,4,3,4,4,2,3,2,0,4,3,1,3,2,0,0,4,1,2,1,3,1,2,0,5,1,3,2,0,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,611695,478,247,4,2,6,6,9,5,5,7,6,5,3,8,3,6,6,3,4,4,3,6,7,6,4,6,7,7,3,4,3,1,6,7,3,5,4,2,7,8,10,2,4,4,2,1,1,3,2,0,4,2,2,2,4,1,0,1,0,0,0,0,1,1,0,0,1,2,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,5,7,3,6,3,4,4,7,3,2,3,4,6,1,9,8,5,2,2,4,6,1,2,2,2,9,11,5,5,5,4,6,6,3,8,6,4,3,3,5,4,2,5,2,0,4,3,3,2,2,0,0,1,2,1,0,1,2,0,0,1,1,0,3,2,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,611754,250,141,5,4,6,1,2,2,5,3,3,1,3,0,0,1,0,2,3,2,2,0,3,2,2,6,3,1,8,6,4,4,5,1,4,2,1,10,1,4,7,3,1,1,2,1,1,1,1,0,0,0,1,2,1,1,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2,5,1,0,2,1,0,1,1,3,0,1,0,1,1,5,3,0,1,1,3,1,3,5,0,3,3,2,3,3,2,6,2,3,4,3,1,2,0,2,2,3,2,0,1,1,1,1,3,2,0,0,0,1,1,1,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
